admin2,admin3,admin4,partner,province,municipality,barangay,date,Selected,First Installment,Second Installment
PH082600000,PH082608000,PH082608008,ICRC,Eastern Samar,Giporlos,Biga,9/27/18,60,60,60
PH082600000,PH082608000,PH082608009,ICRC,Eastern Samar,Giporlos,Coticot,9/27/18,41,41,41
PH082600000,PH082608000,PH082608010,ICRC,Eastern Samar,Giporlos,Gigoso,9/27/18,75,75,75
PH082600000,PH082608000,PH082608011,ICRC,Eastern Samar,Giporlos,Huknan,8/2/18,58,58,58
PH082600000,PH082608000,PH082608012,ICRC,Eastern Samar,Giporlos,Parina,9/27/18,43,43,43
PH082600000,PH082608000,PH082608013,ICRC,Eastern Samar,Giporlos,Paya,9/27/18,27,27,27
PH082600000,PH082608000,PH082608015,ICRC,Eastern Samar,Giporlos,President Roxas,8/2/18,40,40,40
PH082600000,PH082608000,PH082608020,ICRC,Eastern Samar,Giporlos,San Isidro (Malabag),9/27/18,46,46,46
PH082600000,PH082608000,PH082608017,ICRC,Eastern Samar,Giporlos,San Miguel,8/2/18,36,36,36
PH082600000,PH082608000,PH082608018,ICRC,Eastern Samar,Giporlos,Santa Cruz (Cansingkol),8/2/18,26,26,26
PH082600000,PH082609000,PH082609001,ICRC,Eastern Samar,Guiuan,Alingarog,8/2/18,24,24,24
PH082600000,PH082609000,PH082609003,ICRC,Eastern Samar,Guiuan,Banaag,9/27/18,27,27,27
PH082600000,PH082609000,PH082609005,ICRC,Eastern Samar,Guiuan,Baras,8/2/18,98,98,98
PH082600000,PH082609000,PH082609006,ICRC,Eastern Samar,Guiuan,Barbo,8/2/18,53,53,53
PH082600000,PH082609000,PH082609007,ICRC,Eastern Samar,Guiuan,Bitaugan,8/2/18,61,61,61
PH082600000,PH082609000,PH082609007,ICRC,Eastern Samar,Guiuan,Bitaugan,9/27/18,44,44,44
PH082600000,PH082609000,PH082609009,ICRC,Eastern Samar,Guiuan,Bucao,8/2/18,23,23,23
PH082600000,PH082609000,PH082609010,ICRC,Eastern Samar,Guiuan,Buenavista,9/27/18,24,24,24
PH082600000,PH082609000,PH082609008,ICRC,Eastern Samar,Guiuan,Bungtod,8/2/18,70,70,70
PH082600000,PH082609000,PH082609011,ICRC,Eastern Samar,Guiuan,Cagdara-o,8/2/18,55,55,55
PH082600000,PH082609000,PH082609012,ICRC,Eastern Samar,Guiuan,Cagusu-an,8/2/18,52,52,52
PH082600000,PH082609000,PH082609012,ICRC,Eastern Samar,Guiuan,Cagusu-an,9/27/18,57,57,57
PH082600000,PH082609000,PH082609013,ICRC,Eastern Samar,Guiuan,Camparang,9/27/18,25,25,25
PH082600000,PH082609000,PH082609014,ICRC,Eastern Samar,Guiuan,Campoyong,8/2/18,106,106,106
PH082600000,PH082609000,PH082609014,ICRC,Eastern Samar,Guiuan,Campoyong,9/27/18,1,1,1
PH082600000,PH082609000,PH082609058,ICRC,Eastern Samar,Guiuan,Canawayon,8/2/18,22,22,22
PH082600000,PH082609000,PH082609058,ICRC,Eastern Samar,Guiuan,Canawayon,9/27/18,51,51,51
PH082600000,PH082609000,PH082609015,ICRC,Eastern Samar,Guiuan,Cantahay,8/2/18,7,7,7
PH082600000,PH082609000,PH082609017,ICRC,Eastern Samar,Guiuan,Casuguran,8/2/18,78,78,78
PH082600000,PH082609000,PH082609017,ICRC,Eastern Samar,Guiuan,Casuguran,9/27/18,75,75,75
PH082600000,PH082609000,PH082609019,ICRC,Eastern Samar,Guiuan,Culasi,8/2/18,42,42,42
PH082600000,PH082609000,PH082609019,ICRC,Eastern Samar,Guiuan,Culasi,9/27/18,44,44,44
PH082600000,PH082609000,PH082609059,ICRC,Eastern Samar,Guiuan,Dalaragan,8/2/18,26,26,26
PH082600000,PH082609000,PH082609059,ICRC,Eastern Samar,Guiuan,Dalaragan,9/27/18,1,1,1
PH082600000,PH082609000,PH082609024,ICRC,Eastern Samar,Guiuan,Habag,8/2/18,22,22,22
PH082600000,PH082609000,PH082609024,ICRC,Eastern Samar,Guiuan,Habag,9/27/18,64,64,64
PH082600000,PH082609000,PH082609025,ICRC,Eastern Samar,Guiuan,Hamorawon,9/27/18,37,37,37
PH082600000,PH082609000,PH082609061,ICRC,Eastern Samar,Guiuan,Hollywood,8/2/18,109,109,109
PH082600000,PH082609000,PH082609026,ICRC,Eastern Samar,Guiuan,Inapulangan,8/2/18,33,33,33
PH082600000,PH082609000,PH082609026,ICRC,Eastern Samar,Guiuan,Inapulangan,9/27/18,95,95,95
PH082600000,PH082609000,PH082609028,ICRC,Eastern Samar,Guiuan,Lupok (Pob.),8/2/18,56,56,56
PH082600000,PH082609000,PH082609030,ICRC,Eastern Samar,Guiuan,Ngolos,8/2/18,119,119,119
PH082600000,PH082609000,PH082609031,ICRC,Eastern Samar,Guiuan,Pagbabangnan,8/2/18,56,56,56
PH082600000,PH082609000,PH082609031,ICRC,Eastern Samar,Guiuan,Pagbabangnan,9/27/18,36,36,36
PH082600000,PH082609000,PH082609032,ICRC,Eastern Samar,Guiuan,Pagnamitan,8/2/18,66,66,66
PH082600000,PH082609000,PH082609033,ICRC,Eastern Samar,Guiuan,Poblacion Ward 1,8/2/18,3,3,3
PH082600000,PH082609000,PH082609020,ICRC,Eastern Samar,Guiuan,Poblacion Ward 10,8/2/18,28,28,28
PH082600000,PH082609000,PH082609035,ICRC,Eastern Samar,Guiuan,Poblacion Ward 11,8/2/18,49,49,49
PH082600000,PH082609000,PH082609037,ICRC,Eastern Samar,Guiuan,Poblacion Ward 3,8/2/18,7,7,7
PH082600000,PH082609000,PH082609039,ICRC,Eastern Samar,Guiuan,Poblacion Ward 5,8/2/18,33,33,33
PH082600000,PH082609000,PH082609040,ICRC,Eastern Samar,Guiuan,Poblacion Ward 6,8/2/18,99,99,99
PH082600000,PH082609000,PH082609041,ICRC,Eastern Samar,Guiuan,Poblacion Ward 7,8/2/18,29,29,29
PH082600000,PH082609000,PH082609043,ICRC,Eastern Samar,Guiuan,Poblacion Ward 9,8/2/18,37,37,37
PH082600000,PH082609000,PH082609044,ICRC,Eastern Samar,Guiuan,Salug,8/2/18,59,59,59
PH082600000,PH082609000,PH082609045,ICRC,Eastern Samar,Guiuan,San Antonio,9/27/18,22,22,22
PH082600000,PH082609000,PH082609046,ICRC,Eastern Samar,Guiuan,San Jose,8/2/18,1,1,1
PH082600000,PH082609000,#N/A,ICRC,Eastern Samar,Guiuan,San Jose (Manicani),9/27/18,7,7,7
PH082600000,PH082609000,PH082609062,ICRC,Eastern Samar,Guiuan,San Juan,9/27/18,42,42,42
PH082600000,PH082609000,PH082609047,ICRC,Eastern Samar,Guiuan,San Pedro,9/27/18,72,72,72
PH082600000,PH082609000,PH082609063,ICRC,Eastern Samar,Guiuan,Santo Ni–o,8/2/18,12,12,12
PH082600000,PH082609000,PH082609048,ICRC,Eastern Samar,Guiuan,Sapao,8/2/18,40,40,40
PH082600000,PH082609000,PH082609051,ICRC,Eastern Samar,Guiuan,Suluan,8/2/18,170,170,170
PH082600000,PH082609000,PH082609051,ICRC,Eastern Samar,Guiuan,Suluan,9/27/18,122,122,122
PH082600000,PH082609000,PH082609054,ICRC,Eastern Samar,Guiuan,Taytay,8/2/18,74,74,74
PH082600000,PH082609000,PH082609054,ICRC,Eastern Samar,Guiuan,Taytay,9/27/18,1,1,1
PH082600000,PH082609000,PH082609056,ICRC,Eastern Samar,Guiuan,Trinidad,9/27/18,28,28,28
PH082600000,PH082609000,PH082609057,ICRC,Eastern Samar,Guiuan,Victory Island,9/27/18,43,43,43
PH082600000,PH082610000,PH082610008,ICRC,Eastern Samar,Hernani,Barangay 1 (Pob.),9/27/18,32,32,32
PH082600000,PH082610000,PH082610009,ICRC,Eastern Samar,Hernani,Barangay 2 (Pob.),9/27/18,28,28,28
PH082600000,PH082610000,PH082610010,ICRC,Eastern Samar,Hernani,Barangay 3 (Pob.),9/27/18,23,23,23
PH082600000,PH082610000,PH082610011,ICRC,Eastern Samar,Hernani,Barangay 4 (Pob.),9/27/18,97,97,97
PH082600000,PH082610000,PH082610001,ICRC,Eastern Samar,Hernani,Batang,9/27/18,25,25,25
PH082600000,PH082610000,PH082610002,ICRC,Eastern Samar,Hernani,Cacatmonan,8/2/18,22,22,22
PH082600000,PH082610000,PH082610004,ICRC,Eastern Samar,Hernani,Canciledes,9/27/18,11,11,11
PH082600000,PH082610000,PH082610005,ICRC,Eastern Samar,Hernani,Carmen,9/27/18,41,41,41
PH082600000,PH082610000,PH082610003,ICRC,Eastern Samar,Hernani,Garawon,9/27/18,85,85,85
PH082600000,PH082610000,PH082610006,ICRC,Eastern Samar,Hernani,Nagaja,9/27/18,28,28,28
PH082600000,PH082610000,PH082610007,ICRC,Eastern Samar,Hernani,Padang,9/27/18,30,30,30
PH082600000,PH082610000,PH082610012,ICRC,Eastern Samar,Hernani,San Isidro,9/27/18,19,19,19
PH082600000,PH082610000,PH082610013,ICRC,Eastern Samar,Hernani,San Miguel,9/27/18,101,101,101
PH082600000,PH082616000,PH082616002,ICRC,Eastern Samar,Mercedes,Banuyo,8/2/18,25,25,25
PH082600000,PH082616000,PH082616002,ICRC,Eastern Samar,Mercedes,Banuyo,9/27/18,8,8,8
PH082600000,PH082616000,PH082616003,ICRC,Eastern Samar,Mercedes,Bobon,8/2/18,11,11,11
PH082600000,PH082616000,PH082616003,ICRC,Eastern Samar,Mercedes,Bobon,9/27/18,16,16,16
PH082600000,PH082616000,PH082616005,ICRC,Eastern Samar,Mercedes,Buyayawon,8/2/18,37,37,37
PH082600000,PH082616000,PH082616005,ICRC,Eastern Samar,Mercedes,Buyayawon,9/27/18,15,15,15
PH082600000,PH082616000,PH082616007,ICRC,Eastern Samar,Mercedes,Cambante,8/2/18,25,25,25
PH082600000,PH082616000,PH082616007,ICRC,Eastern Samar,Mercedes,Cambante,9/27/18,17,17,17
PH082600000,PH082616000,PH082616015,ICRC,Eastern Samar,Mercedes,Port Kennedy,8/2/18,6,6,6
PH082600000,PH082616000,PH082616015,ICRC,Eastern Samar,Mercedes,Port Kennedy,9/27/18,20,20,20
PH082600000,PH082616000,PH082616011,ICRC,Eastern Samar,Mercedes,San Jose,8/2/18,14,14,14
PH082600000,PH082616000,PH082616011,ICRC,Eastern Samar,Mercedes,San Jose,9/27/18,9,9,9
PH082600000,PH082616000,PH082616016,ICRC,Eastern Samar,Mercedes,San Roque,8/2/18,33,33,33
PH082600000,PH082616000,PH082616016,ICRC,Eastern Samar,Mercedes,San Roque,9/27/18,15,15,15
PH082600000,PH082616000,PH082616012,ICRC,Eastern Samar,Mercedes,Sung-an,8/2/18,37,37,37
PH082600000,PH082616000,PH082616012,ICRC,Eastern Samar,Mercedes,Sung-an,9/27/18,12,12,12
PH082600000,PH082618000,PH082618023,ICRC,Eastern Samar,Quinapondan,Alang-alang,9/27/18,8,8,8
PH082600000,PH082618000,PH082618001,ICRC,Eastern Samar,Quinapondan,Anislag,8/2/18,76,76,76
PH082600000,PH082618000,PH082618002,ICRC,Eastern Samar,Quinapondan,Bagte,9/27/18,29,29,29
PH082600000,PH082618000,PH082618003,ICRC,Eastern Samar,Quinapondan,Barangay No. 1 (Pob.),9/27/18,5,5,5
PH082600000,PH082618000,PH082618004,ICRC,Eastern Samar,Quinapondan,Barangay No. 2 (Pob.),9/27/18,5,5,5
PH082600000,PH082618000,PH082618005,ICRC,Eastern Samar,Quinapondan,Barangay No. 3 (Pob.),9/27/18,5,5,5
PH082600000,PH082618000,PH082618006,ICRC,Eastern Samar,Quinapondan,Barangay No. 4 (Pob.),9/27/18,1,1,1
PH082600000,PH082618000,PH082618025,ICRC,Eastern Samar,Quinapondan,Barangay No. 7 (Pob.),9/27/18,1,1,1
PH082600000,PH082618000,PH082618008,ICRC,Eastern Samar,Quinapondan,Buenavista,9/27/18,55,55,55
PH082600000,PH082618000,PH082618010,ICRC,Eastern Samar,Quinapondan,Cagdaja,8/2/18,25,25,25
PH082600000,PH082618000,PH082618011,ICRC,Eastern Samar,Quinapondan,Cambilla,8/2/18,36,36,36
PH082600000,PH082618000,PH082618012,ICRC,Eastern Samar,Quinapondan,Cantenio,8/2/18,14,14,14
PH082600000,PH082618000,PH082618009,ICRC,Eastern Samar,Quinapondan,Mabini (Caculangan),8/2/18,20,20,20
PH082600000,PH082618000,PH082618009,ICRC,Eastern Samar,Quinapondan,Mabini (Caculangan),9/27/18,7,7,7
PH082600000,PH082618000,PH082618014,ICRC,Eastern Samar,Quinapondan,Naga,9/27/18,49,49,49
PH082600000,PH082618000,PH082618022,ICRC,Eastern Samar,Quinapondan,Palactad (Valley),8/2/18,25,25,25
PH082600000,PH082618000,PH082618022,ICRC,Eastern Samar,Quinapondan,Palactad (Valley),9/27/18,12,12,12
PH082600000,PH082618000,PH082618016,ICRC,Eastern Samar,Quinapondan,Rizal (Pana-ugan),8/2/18,42,42,42
PH082600000,PH082618000,PH082618016,ICRC,Eastern Samar,Quinapondan,Rizal (Pana-ugan),9/27/18,7,7,7
PH082600000,PH082618000,PH082618026,ICRC,Eastern Samar,Quinapondan,San Isidro,8/2/18,24,24,24
PH082600000,PH082618000,PH082618018,ICRC,Eastern Samar,Quinapondan,San Vicente,8/2/18,43,43,43
PH082600000,PH082618000,PH082618019,ICRC,Eastern Samar,Quinapondan,Santa Cruz (Loro Diyo),8/2/18,87,87,87
PH082600000,PH082618000,PH082618019,ICRC,Eastern Samar,Quinapondan,Santa Cruz (Loro Diyo),9/27/18,17,17,17
PH082600000,PH082618000,PH082618020,ICRC,Eastern Samar,Quinapondan,Santa Margarita,9/27/18,76,76,76
PH082600000,PH082618000,PH082618021,ICRC,Eastern Samar,Quinapondan,Santo Ni–o,9/27/18,87,87,87
PH082600000,PH082619000,PH082619001,ICRC,Eastern Samar,Salcedo,Abejao,8/2/18,52,52,52
PH082600000,PH082619000,PH082619001,ICRC,Eastern Samar,Salcedo,Abejao,9/27/18,16,16,16
PH082600000,PH082619000,PH082619002,ICRC,Eastern Samar,Salcedo,Alog,8/2/18,22,22,22
PH082600000,PH082619000,PH082619003,ICRC,Eastern Samar,Salcedo,Asgad,8/2/18,21,21,21
PH082600000,PH082619000,PH082619004,ICRC,Eastern Samar,Salcedo,Bagtong,8/2/18,61,61,61
PH082600000,PH082619000,PH082619005,ICRC,Eastern Samar,Salcedo,Balud,8/2/18,27,27,27
PH082600000,PH082619000,PH082619016,ICRC,Eastern Samar,Salcedo,Barangay 10 (Pob.),8/2/18,1,1,1
PH082600000,PH082619000,PH082619017,ICRC,Eastern Samar,Salcedo,Barangay 11 (Pob.),8/2/18,10,10,10
PH082600000,PH082619000,PH082619018,ICRC,Eastern Samar,Salcedo,Barangay 12 (Pob.),8/2/18,9,9,9
PH082600000,PH082619000,PH082619007,ICRC,Eastern Samar,Salcedo,Barangay 13 (Pob.),8/2/18,15,15,15
PH082600000,PH082619000,PH082619008,ICRC,Eastern Samar,Salcedo,Barangay 2 (Pob.),8/2/18,26,26,26
PH082600000,PH082619000,PH082619009,ICRC,Eastern Samar,Salcedo,Barangay 3 (Pob.),8/2/18,1,1,1
PH082600000,PH082619000,PH082619010,ICRC,Eastern Samar,Salcedo,Barangay 4 (Pob.),8/2/18,2,2,2
PH082600000,PH082619000,PH082619011,ICRC,Eastern Samar,Salcedo,Barangay 5 (Pob.),8/2/18,1,1,1
PH082600000,PH082619000,PH082619013,ICRC,Eastern Samar,Salcedo,Barangay 7 (Pob.),8/2/18,73,73,73
PH082600000,PH082619000,PH082619020,ICRC,Eastern Samar,Salcedo,Buabua,8/2/18,41,41,41
PH082600000,PH082619000,PH082619021,ICRC,Eastern Samar,Salcedo,Burak,8/2/18,57,57,57
PH082600000,PH082619000,PH082619022,ICRC,Eastern Samar,Salcedo,Butig,8/2/18,21,21,21
PH082600000,PH082619000,PH082619023,ICRC,Eastern Samar,Salcedo,Cagaut,8/2/18,59,59,59
PH082600000,PH082619000,PH082619023,ICRC,Eastern Samar,Salcedo,Cagaut,9/27/18,32,32,32
PH082600000,PH082619000,PH082619024,ICRC,Eastern Samar,Salcedo,Camanga,8/2/18,57,57,57
PH082600000,PH082619000,PH082619024,ICRC,Eastern Samar,Salcedo,Camanga,9/27/18,26,26,26
PH082600000,PH082619000,PH082619025,ICRC,Eastern Samar,Salcedo,Cantomoja,8/2/18,42,42,42
PH082600000,PH082619000,PH082619025,ICRC,Eastern Samar,Salcedo,Cantomoja,9/27/18,13,13,13
PH082600000,PH082619000,PH082619026,ICRC,Eastern Samar,Salcedo,Carapdapan,8/2/18,18,18,18
PH082600000,PH082619000,PH082619026,ICRC,Eastern Samar,Salcedo,Carapdapan,9/27/18,17,17,17
PH082600000,PH082619000,PH082619029,ICRC,Eastern Samar,Salcedo,Iberan,8/2/18,33,33,33
PH082600000,PH082619000,PH082619030,ICRC,Eastern Samar,Salcedo,Jagnaya,8/2/18,12,12,12
PH082600000,PH082619000,PH082619031,ICRC,Eastern Samar,Salcedo,Lusod,8/2/18,31,31,31
PH082600000,PH082619000,PH082619032,ICRC,Eastern Samar,Salcedo,Malbog,8/2/18,26,26,26
PH082600000,PH082619000,PH082619033,ICRC,Eastern Samar,Salcedo,Maliwaliw,8/2/18,56,56,56
PH082600000,PH082619000,PH082619033,ICRC,Eastern Samar,Salcedo,Maliwaliw,9/27/18,28,28,28
PH082600000,PH082619000,PH082619035,ICRC,Eastern Samar,Salcedo,Matarinao,8/2/18,117,117,117
PH082600000,PH082619000,PH082619051,ICRC,Eastern Samar,Salcedo,Palanas,8/2/18,56,56,56
PH082600000,PH082619000,PH082619051,ICRC,Eastern Samar,Salcedo,Palanas,9/27/18,18,18,18
PH082600000,PH082619000,PH082619046,ICRC,Eastern Samar,Salcedo,San Roque (Bugay),8/2/18,20,20,20
PH082600000,PH082619000,PH082619047,ICRC,Eastern Samar,Salcedo,Santa Cruz,8/2/18,22,22,22
PH082600000,PH082619000,PH082619041,ICRC,Eastern Samar,Salcedo,Seguinon,8/2/18,4,4,4
PH082600000,PH082619000,PH082619041,ICRC,Eastern Samar,Salcedo,Seguinon,8/2/18,23,23,23
PH082600000,PH082619000,PH082619041,ICRC,Eastern Samar,Salcedo,Seguinon,9/27/18,1,1,1
PH082600000,PH082619000,PH082619049,ICRC,Eastern Samar,Salcedo,Tacla-on,8/2/18,23,23,23
PH082600000,PH082619000,PH082619050,ICRC,Eastern Samar,Salcedo,Tagbacan,8/2/18,48,48,48
PH063000000,PH063001000,PH063001001,British Red Cross,Iloilo,Ajuy,Adcadarao,9/20/18,25,25,0
PH063000000,PH063001000,PH063001001,British Red Cross,Iloilo,Ajuy,Adcadarao,9/27/18,0,0,25
PH063000000,PH063001000,PH063001001,British Red Cross,Iloilo,Ajuy,Adcadarao,10/11/18,13,0,0
PH063000000,PH063001000,PH063001001,British Red Cross,Iloilo,Ajuy,Adcadarao,11/15/18,0,13,0
PH063000000,PH063001000,PH063001002,British Red Cross,Iloilo,Ajuy,Agbobolo,9/20/18,52,52,0
PH063000000,PH063001000,PH063001002,British Red Cross,Iloilo,Ajuy,Agbobolo,9/27/18,0,0,52
PH063000000,PH063001000,PH063001003,British Red Cross,Iloilo,Ajuy,Badiangan,9/20/18,98,98,0
PH063000000,PH063001000,PH063001003,British Red Cross,Iloilo,Ajuy,Badiangan,9/27/18,0,0,98
PH063000000,PH063001000,PH063001003,British Red Cross,Iloilo,Ajuy,Badiangan,10/11/18,51,0,0
PH063000000,PH063001000,PH063001003,British Red Cross,Iloilo,Ajuy,Badiangan,11/15/18,0,50,0
PH063000000,PH063001000,PH063001004,British Red Cross,Iloilo,Ajuy,Barrido,9/20/18,5,5,0
PH063000000,PH063001000,PH063001004,British Red Cross,Iloilo,Ajuy,Barrido,9/27/18,0,0,5
PH063000000,PH063001000,PH063001004,British Red Cross,Iloilo,Ajuy,Barrido,10/11/18,54,0,0
PH063000000,PH063001000,PH063001004,British Red Cross,Iloilo,Ajuy,Barrido,11/15/18,0,54,0
PH063000000,PH063001000,PH063001005,British Red Cross,Iloilo,Ajuy,Bato Biasong,9/20/18,0,0,0
PH063000000,PH063001000,PH063001005,British Red Cross,Iloilo,Ajuy,Bato Biasong,10/11/18,72,0,0
PH063000000,PH063001000,PH063001005,British Red Cross,Iloilo,Ajuy,Bato Biasong,11/15/18,0,72,0
PH063000000,PH063001000,PH063001006,British Red Cross,Iloilo,Ajuy,Bay-ang,9/20/18,7,7,0
PH063000000,PH063001000,PH063001006,British Red Cross,Iloilo,Ajuy,Bay-ang,9/27/18,0,0,7
PH063000000,PH063001000,PH063001006,British Red Cross,Iloilo,Ajuy,Bay-ang,10/11/18,97,0,0
PH063000000,PH063001000,PH063001006,British Red Cross,Iloilo,Ajuy,Bay-ang,11/15/18,0,97,0
PH063000000,PH063001000,PH063001007,British Red Cross,Iloilo,Ajuy,Bucana Bunglas,9/21/18,0,0,0
PH063000000,PH063001000,PH063001007,British Red Cross,Iloilo,Ajuy,Bucana Bunglas,10/11/18,49,0,0
PH063000000,PH063001000,PH063001007,British Red Cross,Iloilo,Ajuy,Bucana Bunglas,11/15/18,0,49,0
PH063000000,PH063001000,PH063001008,British Red Cross,Iloilo,Ajuy,Central,9/20/18,7,7,0
PH063000000,PH063001000,PH063001008,British Red Cross,Iloilo,Ajuy,Central,9/27/18,0,0,7
PH063000000,PH063001000,PH063001009,British Red Cross,Iloilo,Ajuy,Culasi,9/20/18,37,37,0
PH063000000,PH063001000,PH063001009,British Red Cross,Iloilo,Ajuy,Culasi,9/27/18,0,0,37
PH063000000,PH063001000,PH063001009,British Red Cross,Iloilo,Ajuy,Culasi,10/11/18,5,0,0
PH063000000,PH063001000,PH063001009,British Red Cross,Iloilo,Ajuy,Culasi,11/15/18,0,5,0
PH063000000,PH063001000,PH063001010,British Red Cross,Iloilo,Ajuy,Lanjagan,9/20/18,31,31,0
PH063000000,PH063001000,PH063001010,British Red Cross,Iloilo,Ajuy,Lanjagan,9/27/18,0,0,31
PH063000000,PH063001000,PH063001010,British Red Cross,Iloilo,Ajuy,Lanjagan,10/11/18,1,0,0
PH063000000,PH063001000,PH063001010,British Red Cross,Iloilo,Ajuy,Lanjagan,11/15/18,0,1,0
PH063000000,PH063001000,PH063001011,British Red Cross,Iloilo,Ajuy,Luca,9/20/18,131,131,0
PH063000000,PH063001000,PH063001011,British Red Cross,Iloilo,Ajuy,Luca,9/27/18,0,0,131
PH063000000,PH063001000,PH063001011,British Red Cross,Iloilo,Ajuy,Luca,10/11/18,60,0,0
PH063000000,PH063001000,PH063001011,British Red Cross,Iloilo,Ajuy,Luca,11/8/18,2,0,0
PH063000000,PH063001000,PH063001011,British Red Cross,Iloilo,Ajuy,Luca,11/15/18,0,61,0
PH063000000,PH063001000,PH063001012,British Red Cross,Iloilo,Ajuy,Malayu-an,9/20/18,40,40,0
PH063000000,PH063001000,PH063001012,British Red Cross,Iloilo,Ajuy,Malayu-an,9/27/18,0,0,40
PH063000000,PH063001000,PH063001012,British Red Cross,Iloilo,Ajuy,Malayu-an,10/11/18,63,0,0
PH063000000,PH063001000,PH063001012,British Red Cross,Iloilo,Ajuy,Malayu-an,11/15/18,0,63,0
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,9/20/18,8,8,0
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,9/27/18,0,0,8
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,10/11/18,30,0,0
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,11/8/18,1,0,0
PH063000000,PH063001000,PH063001013,British Red Cross,Iloilo,Ajuy,Mangorocoro,11/15/18,0,31,0
PH063000000,PH063001000,PH063001014,British Red Cross,Iloilo,Ajuy,Nasidman,10/11/18,102,0,0
PH063000000,PH063001000,PH063001014,British Red Cross,Iloilo,Ajuy,Nasidman,11/15/18,0,102,0
PH063000000,PH063001000,PH063001015,British Red Cross,Iloilo,Ajuy,Pantalan Nabaye,10/11/18,83,0,0
PH063000000,PH063001000,PH063001015,British Red Cross,Iloilo,Ajuy,Pantalan Nabaye,11/8/18,1,0,0
PH063000000,PH063001000,PH063001015,British Red Cross,Iloilo,Ajuy,Pantalan Nabaye,11/15/18,0,84,0
PH063000000,PH063001000,PH063001016,British Red Cross,Iloilo,Ajuy,Pantalan Navarro,10/11/18,63,0,0
PH063000000,PH063001000,PH063001016,British Red Cross,Iloilo,Ajuy,Pantalan Navarro,11/15/18,0,63,0
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,9/20/18,9,9,0
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,9/27/18,0,0,9
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,10/11/18,113,0,0
PH063000000,PH063001000,PH063001017,British Red Cross,Iloilo,Ajuy,Pedada,11/15/18,0,113,0
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,9/20/18,118,118,0
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,9/27/18,0,0,118
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,10/4/18,1,1,1
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,10/11/18,46,0,0
PH063000000,PH063001000,PH063001018,British Red Cross,Iloilo,Ajuy,Pili,11/15/18,0,46,0
PH063000000,PH063001000,PH063001019,British Red Cross,Iloilo,Ajuy,Pinantan Diel,9/20/18,11,11,0
PH063000000,PH063001000,PH063001019,British Red Cross,Iloilo,Ajuy,Pinantan Diel,9/27/18,0,0,11
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,9/20/18,8,8,0
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,9/27/18,0,0,8
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,10/11/18,12,0,0
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,11/8/18,1,0,0
PH063000000,PH063001000,PH063001020,British Red Cross,Iloilo,Ajuy,Pinantan Elizalde,11/15/18,0,13,0
PH063000000,PH063001000,PH063001021,British Red Cross,Iloilo,Ajuy,Pinay Espinosa,9/20/18,17,17,0
PH063000000,PH063001000,PH063001021,British Red Cross,Iloilo,Ajuy,Pinay Espinosa,9/27/18,0,0,17
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,9/20/18,47,47,0
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,9/27/18,0,0,47
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,10/11/18,59,0,0
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,11/8/18,-1,0,0
PH063000000,PH063001000,PH063001022,British Red Cross,Iloilo,Ajuy,Poblacion,11/15/18,0,58,0
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,9/20/18,39,39,0
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,9/27/18,0,0,39
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,10/11/18,60,0,0
PH063000000,PH063001000,PH063001023,British Red Cross,Iloilo,Ajuy,Progreso,11/15/18,0,60,0
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,9/20/18,16,16,0
PH063000000,PH063001000,PH063001024,British Red Cross,Iloilo,Ajuy,Puente Bunglas,9/27/18,0,0,16
